ID;NAME;TYPE;DESCRIPTION;BRAND;WORKSHOP;SUPPLIER;BUY PRICE
COMP01318;6SN1145-1BA01-0BA1;VARIADOR;MODULO ALIMENTACION SIMODRIVE I/R 36/47KW;SIEMENS;E;;0
COMP01309;1FT6084-8AF71-1AG0;MOTOR;SERVOMOTOR EJE Z (8.5KW);SIEMENS;E;;0
COMP01310;1FT6084-8AK71-1AG0;MOTOR;SERVOMOTOR EJE X (15.7KW);SIEMENS;E;;0
COMP01311;1PH2113-4NF40-2BA0;MOTOR;MOTOR MANDRINO INTEGRADO (ELECTROMANDRIL);SIEMENS;E;;0
COMP01312;3RT1024-1BB40;POTENCIA;CONTACTOR DE POTENCIA SIRIUS 24VDC (MOTORES AUX);SIEMENS;E;;0
COMP01313;3RV1011-1EA10;PROTECCION;GUARDAMOTOR MAGNETOTERMICO 0.28-0.4A (LUBRICACION);SIEMENS;E;;0
COMP01314;3RV1011-1FA10;PROTECCION;GUARDAMOTOR MAGNETOTERMICO 1.1-1.6A (REFRIGERANTE);SIEMENS;E;;0
COMP01315;3RV1011-1KA10;PROTECCION;GUARDAMOTOR MAGNETOTERMICO 0.9-1.25A (VIRUTAS);SIEMENS;E;;0
COMP01316;3SU1000-1HB20-0AA0;SEGURIDAD;PULSADOR DE EMERGENCIA (SETA);SIEMENS;E;;0
COMP01317;6FC5210-0DF22-0AA0;PLC;UNIDAD CENTRAL NCU 572.2 SINUMERIK 840D;SIEMENS;E;;0
