ID;NAME;TYPE;DESCRIPTION;BRAND;WORKSHOP;SUPPLIER;BUY PRICE
COMP01742;6FX2006-1BA02;ACCESORIOS;DISTRIBUIDOR DE CABLE PARA SIN 840C/840D;SIEMENS;E;;100
COMP01429;6FX2006-1BC01;ACCESORIOS;DISTRIBUIDOR DE CABLES;SIEMENS;E;;0.0
COMP01852;6FX7002-2SL00-1AA0;ACCESORIOS;CABLE DE SENALES 6FX7;SIEMENS;E;;50
COMP01853;6FX7002-5LM35-1AC0;ACCESORIOS;CABLE DE POTENCIA;SIEMENS;E;;50
COMP01855;6FX7008-1BB51-1BE0;ACCESORIOS;CABLE DE POTENCIA;SIEMENS;E;;50
COMP01878;6FX8002-1AA01-1AB0;ACCESORIOS;CABLE DE SENALES 6FX8;SIEMENS;E;;50
COMP01904;6FX8002-2AD04-1AB0;ACCESORIOS;CABLE DE SENALES 6FX8;SIEMENS;E;;50
COMP00691;6FX8002-2CA31-1BA0;ACCESORIOS;CABLE SEÑALES DESINA 810D;SIEMENS;E;;120
COMP00951;6FX8002-2DC10-1BB0;ACCESORIOS;CABLE DE SENALES DRIVE-CLIQ, IP20/IP67, 11M;SIEMENS;E;ELEKO;120
COMP01903;6FX8002-2DC10-1BC0;ACCESORIOS;CABLE DE SENALES 6FX8002;SIEMENS;E;;50
COMP00956;6FX8002-2DC10-1BD0;ACCESORIOS;CABLE DE SENALES DRIVE-CLIQ, IP20/IP67, 13M;SIEMENS;E;ELEKO;130
COMP01843;6FX8002-2DC10-1BE0;ACCESORIOS;CABLE DE SENALES 6FX8002;SIEMENS;E;;50
COMP01908;6FX8002-2DC10-1BF0;ACCESORIOS;CABLE DE SENALES 6FX8002;SIEMENS;E;;50
COMP00954;6FX8002-2DC20-1AD0;ACCESORIOS;CABLE DE SENALES DRIVE-CLIQ, IP67/IP67, 3M;SIEMENS;E;ELEKO;80
COMP01902;6FX8002-2DC20-1AF0;ACCESORIOS;CABLE DE SENALES 6FX8002-2DC20;SIEMENS;E;;50
COMP00948;6FX8002-2EQ10-1BB0;ACCESORIOS;CABLE DE SENALES, 11M;SIEMENS;E;ELEKO;120
COMP01896;6FX8002-5CA05-1AF0;ACCESORIOS;CABLE DE POTENCIA 6FX8002-5CA05;SIEMENS;E;;50
COMP00959;6FX8002-5CN05-1AD0;ACCESORIOS;SINAMICS CABLE DE CONEXION, 3M;SIEMENS;E;ELEKO;60
COMP00960;6FX8002-5CN06-1BA0;ACCESORIOS;SINAMICS CABLE DE CONEXION, 10M;SIEMENS;E;ELEKO;100
COMP00961;6FX8002-5CN06-1BC0;ACCESORIOS;SINAMICS CABLE DE CONEXION, 12M;SIEMENS;E;ELEKO;110
COMP00949;6FX8002-5CN36-1BA0;ACCESORIOS;SINAMICS CABLE DE CONEXION, 10M;SIEMENS;E;ELEKO;100
COMP00952;6FX8002-5CN56-1BA0;ACCESORIOS;SINAMICS CABLE DE CONEXION, 10M;SIEMENS;E;ELEKO;100
COMP01898;6FX8002-5CS01-1BC0;ACCESORIOS;CABLE DE POTENCIA 6FX8002;SIEMENS;E;;50
COMP01919;6FX8002-5CS51-1BC0;ACCESORIOS;CABLE DE POTENCIA;SIEMENS;E;;50
COMP01895;6FX8002-5DA05-1AF0;ACCESORIOS;CABLE DE POTENCIA 6FX8002-5DA05;SIEMENS;E;;50
COMP00955;6FX8002-5DN05-1AD0;ACCESORIOS;SINAMICS CABLE DE CONEXION, 3M;SIEMENS;E;ELEKO;60
COMP00957;6FX8002-5DN06-1BA0;ACCESORIOS;SINAMICS CABLE DE CONEXION, 10M;SIEMENS;E;ELEKO;100
COMP00958;6FX8002-5DN06-1BC0;ACCESORIOS;SINAMICS CABLE DE CONEXION, 12M;SIEMENS;E;ELEKO;110
COMP01897;6FX8002-5DS01-1BC0;ACCESORIOS;CABLE DE POTENCIA;SIEMENS;E;;50
COMP01865;6FX8002-5DS01-1BE0;ACCESORIOS;CABLE DE POTENCIA;SIEMENS;E;;50
COMP01104;6FX8002-8QN04-1BA0;ACCESORIOS;CABLE SERVOMOTOR OCC;SIEMENS;E;;100
COMP01105;6FX8002-8QN04-1BF0;ACCESORIOS;CABLE SERVOMOTOR OCC;SIEMENS;E;;120
COMP01106;6FX8002-8QN08-1BA0;ACCESORIOS;CABLE SERVOMOTOR OCC;SIEMENS;E;;100
COMP01845;6FX8008-1BA25-1BE0;ACCESORIOS;CABLE DE POTENCIA 6FX8;SIEMENS;E;;50
COMP01913;6FX8008-1BB41-1AF0;ACCESORIOS;CABLE DE POTENCIA 6FX8;SIEMENS;E;;50
COMP01910;6FX8008-1BB41-1BF0;ACCESORIOS;CABLE DE POTENCIA 6FX8;SIEMENS;E;;50
COMP01915;6FX8008-1BB51-1BE0;ACCESORIOS;CABLE DE POTENCIA;SIEMENS;E;;50
COMP01924;6FX8008-1BD51;ACCESORIOS;CABLE DE SENALES 6FX8;SIEMENS;E;;50
COMP01107;6GK1901-0DB10-6AA0;ACCESORIOS;CONECTOR M12;SIEMENS;E;;20
COMP00962;6GK1901-0DB20-6AA0;ACCESORIOS;CONECTOR MACHO M12, D-CODIFICADO, 4 POLOS,;SIEMENS;E;ELEKO;20
COMP01108;6GK1901-1BB10-2AA0;ACCESORIOS;CONECTOR RJ45;SIEMENS;E;;10
COMP00882;6GK1901-1BB10-2AB0;ACCESORIOS;CONECTOR MACHO RJ45 IE FC 180°;SIEMENS;E;ELEKO;20
COMP00965;6GK1901-1BB20-2AB0;ACCESORIOS;IE FC RJ45 PLUG 2X2 90°;SIEMENS;E;ELEKO;20
COMP01109;6GK1901-1BB20-6AA0;ACCESORIOS;CONECTOR RJ45;SIEMENS;E;;10
COMP00964;6GK1901-1BB30-0AA0;ACCESORIOS;IE FC RJ45 PLUG 2X2 145°;SIEMENS;E;ELEKO;20
COMP01110;6GK1905-0FB00;ACCESORIOS;CONECTOR;SIEMENS;E;;10
COMP01773;6GK5005-0BA00-1AA3;ACCESORIOS;SWITCH 5 PUERTOS;SIEMENS;E;;0.0
COMP00883;6GK5208-0BA10-2AA3;ACCESORIOS;INTERRUPTOR ETHERNET SCALANCE X208;SIEMENS;E;ELEKO;300
COMP01111;6GK7277-1AA10-0AA0;ACCESORIOS;SWITCH;SIEMENS;E;;100
COMP01774;6GK7542-6UX00-0XE0;ACCESORIOS;ET200SP, MODULO DE COMUNICACION CM 1542SP-1 PARA CONECTAR SP A INDUSTRIAL ETHERNET;SIEMENS;E;;800.0
COMP00863;6SL3060-4AA10-0AA0;ACCESORIOS;CABLE DE SENALES DRIVE-CLIQ, IP20/IP20, 0,95M;SIEMENS;E;ELEKO;40
COMP01909;6SL3060-4AA50-0AA0;ACCESORIOS;CABLE DE SENALES 6SL3060;SIEMENS;E;;50
COMP01819;6SL3060-4AB00-0AA0;ACCESORIOS;CABLE DE SENALES 6SL3060;SIEMENS;E;;50
COMP00869;6SL3060-4AD00-0AA0;ACCESORIOS;CABLE DE SENALES DRIVE-CLIQ, IP20/IP20, 0,16M;SIEMENS;E;ELEKO;30
COMP00848;6SL3060-4AF10-0AA0;ACCESORIOS;CABLE DE SENALES DRIVE-CLIQ, IP20/IP20, 1,45M;SIEMENS;E;ELEKO;50
COMP01836;6SL3060-4AK00-0AA0;ACCESORIOS;CABLE DE SENALES 6SL3060;SIEMENS;E;;50
COMP01854;6SL3060-4AP00-0AA0;ACCESORIOS;CABLE DE SENALES 6SL3060;SIEMENS;E;;50
COMP00850;6SL3060-4AU00-0AA0;ACCESORIOS;CABLE DE SENALES DRIVE-CLIQ, IP20/IP20, 0,6M;SIEMENS;E;ELEKO;40
COMP00851;6SL3060-4AW00-0AA0;ACCESORIOS;CABLE DE SENALES DRIVE-CLIQ, IP20/IP20, 1,2M;SIEMENS;E;ELEKO;50
COMP00864;6SL3066-2DA00-0AB0;ACCESORIOS;CONECTOR AEREO PARA CABLE DRIVE-CLIQ IP67/IP67;SIEMENS;E;ELEKO;30
COMP00394;6SL3130_TEST;ACCESORIOS;BOBINA DE PRUEBA;SIEMENS;E;;100
COMP01808;6SL3162-1AH00-0AA0;ACCESORIOS;CHAPA DE EMPALME DE PANTALLA 6SL3162;SIEMENS;E;;50
COMP00862;6SL3162-2AA00-0AA0;ACCESORIOS;ADAPTADOR BORNES 24V;SIEMENS;E;ELEKO;50
COMP01775;6SL3210-5BB13-7UV1;ACCESORIOS;VARIADOR V20 MONOFASICO 0.37KW;SIEMENS;E;;0.0
COMP00604;6SN1162-0BA02-0AA0;ACCESORIOS;VENTILADOR PARA MODULOS 300MM 611;SIEMENS;E;;200
COMP01453;6SN1162-0EA00-0AA0;ACCESORIOS;CHAPA DE BLINDAJE;SIEMENS;E;;0.0
COMP01454;6SN1162-0EA00-0CA0;ACCESORIOS;CHAPA DE BLINDAJE;SIEMENS;E;;0.0
COMP01455;6SN1162-0EA00-0JA0;ACCESORIOS;CHAPA DE BLINDAJE;SIEMENS;E;;0.0
COMP01456;6SN1162-0GA00-0CA0;ACCESORIOS;ADAPTADOR;SIEMENS;E;;0.0
COMP01818;6XV1830-3EH10;ACCESORIOS;CABLE DE SENAL DEL BUS 02Y (ST) C11Y;SIEMENS;E;;20
COMP01114;6XV1840-3AH10;ACCESORIOS;CABLE PARA PROFINET;SIEMENS;E;;20
COMP01115;6XV1870-3QE30;ACCESORIOS;CABLE PROFINET;SIEMENS;E;;30
COMP01116;6XV1870-3QE50;ACCESORIOS;CABLE PROFINET;SIEMENS;E;;40
COMP01117;6XV1870-3QH10;ACCESORIOS;CABLE PROFINET;SIEMENS;E;;20
COMP01118;6XV1870-3QH20;ACCESORIOS;CABLE PROFINET;SIEMENS;E;;30
COMP01119;6XV1870-3QH30;ACCESORIOS;CABLE PROFINET;SIEMENS;E;;40
COMP00984;7000-12041-2250300;ACCESORIOS;CONECTOR DE CABLE CONECTOR MACHO M12, 5 POLOS, 3M;MURRELEKTRONIK;E;ELEKO;25
COMP00947;7000-12221-2341000;ACCESORIOS;CONECTOR DE CABLE, CONECTOR HEMBRA M12 RECTO, 4 POLOS, 10M;MURRELEKTRONIK;E;ELEKO;30
COMP00978;7000-12281-2330500;ACCESORIOS;CONECTOR DE CABLE, CONECTOR HEMBRA M12, 3-POL., 5M;MURRELEKTRONIK;E;ELEKO;25
COMP00972;7000-12961-0000000;ACCESORIOS;CONECTOR HEMBRA M12, RECTO, 5 POLOS;MURRELEKTRONIK;E;ELEKO;15
COMP01000;7000-13201-3311000;ACCESORIOS;CONECTOR DE CABLE, CONECTOR HEMBRA M12 RECTO, 10M;MURRELEKTRONIK;E;ELEKO;30
COMP00995;7000-13281-2430300;ACCESORIOS;CONECTOR DE CABLE, CONECTOR HEMBRA M12, 5 POLOS, 3M;MURRELEKTRONIK;E;ELEKO;25
COMP00994;7000-17141-2910300;ACCESORIOS;CONECTOR DE CABLE, CONECTOR HEMBRA M12 ANGULAR, 8-POL., 3M;MURRELEKTRONIK;E;ELEKO;30
COMP00985;7000-40021-2340500;ACCESORIOS;CABLE DE CONEXION M12-M12, 4 POLOS, 5M;MURRELEKTRONIK;E;ELEKO;30
COMP00979;7000-40341-2340100;ACCESORIOS;CABLE DE CONEXION M12-M12, 4 POLOS, 1,0M;MURRELEKTRONIK;E;ELEKO;20
COMP00970;7000-40341-2340150;ACCESORIOS;CABLE DE CONEXION M12-M12, 4 POLOS, 1,5M;MURRELEKTRONIK;E;ELEKO;25
COMP00971;7000-40341-2340200;ACCESORIOS;CABLE DE CONEXION M12-M12, 4 POLOS, 2M;MURRELEKTRONIK;E;ELEKO;25
COMP00981;7000-40341-2340300;ACCESORIOS;CABLE DE CONEXION M12-M12, 4 POLOS, 3M;MURRELEKTRONIK;E;ELEKO;25
COMP00980;7000-40341-2340500;ACCESORIOS;CABLE DE CONEXION M12-M12, 4 POLOS, 5M;MURRELEKTRONIK;E;ELEKO;30
COMP00983;7000-40341-2340750;ACCESORIOS;CABLE DE CONEXION M12-M12, 4 POLOS, 7,5M;MURRELEKTRONIK;E;ELEKO;35
COMP00977;7000-40341-6340030;ACCESORIOS;CABLE DE CONEXION M12-M12, 4 POLOS, 0,3M;MURRELEKTRONIK;E;ELEKO;20
COMP00969;7000-40341-6340300;ACCESORIOS;CABLE DE CONEXION M12-M12, 4 POLOS, 3M;MURRELEKTRONIK;E;ELEKO;30
COMP00999;7000-40521-6430300;ACCESORIOS;CABLE DE CONEXION, M12/M12 , 5 POLOS, 3M;MURRELEKTRONIK;E;ELEKO;25
COMP00987;7000-40641-2300300;ACCESORIOS;CABLE DE CONEXION M12-M8, 3 POLOS, 3M;MURRELEKTRONIK;E;ELEKO;20
COMP00986;7000-40641-2300500;ACCESORIOS;CABLE DE CONEXION M12-M8, 3 POLOS, 5M;MURRELEKTRONIK;E;ELEKO;25
COMP00989;7000-40641-6500400;ACCESORIOS;CABLE DE CONEXION M12-M8, 3 POLOS, 4M;MURRELEKTRONIK;E;ELEKO;25
COMP00838;7000-41121-0000000;ACCESORIOS;CONECTOR Y, CONECTOR MACHO M12 / 2* CONECTOR HEMBRA M12;MURRELEKTRONIK;E;ELEKO;25
COMP00901;7000-42201-0000000;ACCESORIOS;ADAPTADOR CONECTOR MACHO M12 / CONECTOR HEMBRA M8;MURRELEKTRONIK;E;ELEKO;20
COMP01923;7000-44001-8400300;ACCESORIOS;CABLE DE PROFIBUS CUBE 67 ZUBEHOER;MURR;E;;50
COMP01834;7000-44001-8401000;ACCESORIOS;CABLE DE PROFIBUS CUBE 67 ZUBEHOER;MURR;E;;50
COMP00990;7000-78021-9610150;ACCESORIOS;CONECTOR DE CABLE, CONECTOR HEMBRA 7/8 RECTO, 5 POLOS, 1,5M;MURRELEKTRONIK;E;ELEKO;30
COMP01204;710106 BUCHSENEINSATZ B6;ACCESORIOS;SOCKET INSERT;WALTER PROCON;E;;30
COMP01205;710206 STIFTEINSATZ B6;ACCESORIOS;PIN INSERT;WALTER PROCON;E;;30
COMP01654;710674;ACCESORIOS;CONECTOR SUB-D 9 POLOS;HARTING;E;ELEKO;20
COMP01642;736636;ACCESORIOS;JUNTA XVA-C06;SCHNEIDER;E;ELEKO;10
COMP01206;750004;ACCESORIOS;CONNECTION TERMINALS;PILZ;E;;20
COMP01669;765075;ACCESORIOS;CONECTOR 12-POL;MURRELEKTRONIK;E;;100
COMP01668;765082;ACCESORIOS;DISTRIBUIDOR DE CONEXIONES 8X5POL M12 MVB8-V;MURRELEKTRONIK;E;;100
COMP00942;77015;ACCESORIOS;CONECTOR DE CABLE CONECTOR HEMBRA RC18, 19 POLOS, 8M;EUCHNER;E;ELEKO;40
COMP00941;77016;ACCESORIOS;CONECTOR DE CABLE CONECTOR HEMBRA RC18, 19 POLOS, 15M;EUCHNER;E;ELEKO;50
COMP01209;779211;ACCESORIOS;CHIP CARD;PILZ;E;;50
COMP00982;7999-40041-4370500;ACCESORIOS;CABLE DE CONEXION M12-M12, 5 POLOS, 5M;MURRELEKTRONIK;E;ELEKO;30
COMP01570;7KT5502;ACCESORIOS;CONTADOR DE HORAS DE FUNCIONAMIENTO 230V 50HZ 5 DIGITOS;SIEMENS;E;ELEKO;50
COMP01458;7KT5502230VAC;ACCESORIOS;CUENTAHORAS;SIEMENS;E;;0.0
COMP01995;7KT5557-1;ACCESORIOS;CUENTAHORAS 220VAC 50HZ;SIEMENS;E;;100
COMP01459;7KT9020;ACCESORIOS;BASTIDOR;SIEMENS;E;;0.0
COMP01776;7MH4138-6AA00-0BA0;ACCESORIOS;ET200SP, MODULO TM SIWAREX WP321, PARA CELULAS DE MEDIDA DE 1-4 MV/V. RESOLUCION 0.05%;SIEMENS;E;;1200.0
COMP01968;7PU8640-2AB30;ACCESORIOS;TEMPORIZADOR 24VCC;SIEMENS;E;;100
COMP01907;7X1,5MM2;ACCESORIOS;CABLE DE MANDO PUR/PVC GY;UNKNOWN;E;;20
COMP01573;800572;ACCESORIOS;BASE DE ENCHUFE DE SERVICIO SCHUCO, MONTAJE EN SUPERFICIE, SIN TAPA;LUETZE GMBH;E;ELEKO;20
COMP00997;8046205;ACCESORIOS;CONECTOR DE CABLE, CONECTOR HEMBRA M8, 4 POLOS, RECTO, 5M;ESCHA;E;ELEKO;20
COMP00839;8047664;ACCESORIOS;CLIP DE FIJACION;ESCHA;E;ELEKO;10
COMP00953;805375-08;ACCESORIOS;CABLE ADAPTADOR PARA LC 495S, 8M;HEIDENHAIN;E;ELEKO;50
COMP00950;805375-10;ACCESORIOS;CABLE ADAPTADOR PARA LC 495S, 10M;HEIDENHAIN;E;ELEKO;60
COMP00693;8209730000;ACCESORIOS;CONECTOR BORNERO 15 PIN MACHO;WEIDMULLER;E;;30
COMP00966;84891;ACCESORIOS;USB-CABLE DE CONEXION;CONRAD;E;ELEKO;10
COMP01122;87601056;ACCESORIOS;CLIP APANTALLAMIENTO;MURRPLASTIK;E;;5
COMP01123;87601058;ACCESORIOS;CLIP APANTALLAMIENTO;MURRPLASTIK;E;;5
COMP01124;87601060;ACCESORIOS;CLIP APANTALLAMIENTO;MURRPLASTIK;E;;5
COMP00893;8937940000;ACCESORIOS;OPTOACOPLADOR;WEIDMULLER;E;ELEKO;30
COMP01125;8UD1171-2AF21;ACCESORIOS;ACCIONAMIENTO;SIEMENS;E;;100
COMP01460;8WD4308-0DB;ACCESORIOS;ELEMENTO DE FIJACION TUBO;SIEMENS;E;;0.0
COMP01461;8WD4308-0EB;ACCESORIOS;TUBO;SIEMENS;E;;0.0
COMP01465;8WD4408-0AA;ACCESORIOS;ELEMENTO DE CONEXION;SIEMENS;E;;0.0
COMP00031;9120213001;ACCESORIOS;MODULO 21 PINES MACHO;HARTING;E;;
COMP00032;9120213101;ACCESORIOS;MODULO 21 PINES HEMBRA;HARTING;E;;
COMP01687;9140022651;ACCESORIOS;INSERTO DE CASQUILLO HAN MODULAR;HARTING;E;;100
COMP01686;9140022751;ACCESORIOS;INSERTO DE CASQUILLO HAN MODULAR;HARTING;E;;100
COMP01857;9140123001;ACCESORIOS;ENCHUFE DE CLAVIJAS MULTIPOLAR HAN MODULAR;HARTING;E;;20
COMP01860;9140123101;ACCESORIOS;ENCHUFE HEMBRA MULTIPOLAR HAN DD;HARTING;E;;20
COMP01684;9140160303;ACCESORIOS;MARCO ARTICULADO HAN MODULAR;HARTING;E;;100
COMP01685;9140160313;ACCESORIOS;MARCO ARTICULADO HAN MODULAR;HARTING;E;;100
COMP01858;9140240303;ACCESORIOS;BASTIDOR HAN MODULAR;HARTING;E;;20
COMP00798;9160243001;ACCESORIOS;CONECTOR MACHO, HAN 24DD;HARTING;E;ELEKO;20
COMP00799;9160243101;ACCESORIOS;CONECTOR HEMBRA, HAN 24DD;HARTING;E;ELEKO;20
COMP01844;92.HEL0001-10;ACCESORIOS;BGB44000;SCHWEIGER GMBH;E;;50
COMP00033;9200030801;ACCESORIOS;BASE 1 ELEMENTO ACODADA;HARTING;E;;
COMP01575;9200031250;ACCESORIOS;CARCASA DE ZOCALO HAN3A, STAF6;HARTING;E;ELEKO;30
COMP00034;9200031440;ACCESORIOS;CAPOTA 1 ELEMENTO PG11;HARTING;E;;
COMP01577;9200032611;ACCESORIOS;CONECTOR MACHO HAN3A;HARTING;E;ELEKO;20
COMP01576;9200032711;ACCESORIOS;CONECTOR MACHO HAN3A;HARTING;E;ELEKO;20
COMP00800;9300060301;ACCESORIOS;CAJA DE ACOPLAMIENTO HAN 6B;HARTING;E;ELEKO;30
COMP01584;9300061251;ACCESORIOS;CONECTOR MACHO HAN6E;HARTING;E;ELEKO;20
COMP01585;9300061540;ACCESORIOS;CONECTOR MACHO HAN6E;HARTING;E;ELEKO;20
COMP00821;9300100305;ACCESORIOS;CAJA DE ACOPLAMIENTO HAN 10B;HARTING;E;ELEKO;35
COMP01586;9300101541;ACCESORIOS;CONECTOR MACHO HAN 10 E 1 ESTRIBO;HARTING;E;ELEKO;30
COMP01688;9300160231;ACCESORIOS;CARCASA DE ZOCALO BAUGR 16B;HARTING;E;;100
COMP01689;9300160521;ACCESORIOS;CONECTOR HAN 40 D;HARTING;E;;100
COMP01581;9300161520;ACCESORIOS;CONECTOR MACHO HAN16E, 6HSB, 40D;HARTING;E;ELEKO;30
COMP01859;9300240271;ACCESORIOS;CARCASA DE ZOCALO HAN 24E;HARTING;E;;30
COMP00811;9300240318;ACCESORIOS;CAJA DE ACOPLAMIENTO HAN 24B;HARTING;E;ELEKO;40
COMP01856;9300240521;ACCESORIOS;CARCASA DE MANGUITO HAN 24E;HARTING;E;;30
COMP00816;9330062602;ACCESORIOS;CONECTOR MACHO, HAN 6 E;HARTING;E;ELEKO;20
COMP00817;9330062702;ACCESORIOS;CONECTOR HEMBRA, HAN 6E;HARTING;E;ELEKO;20
COMP00819;9330102602;ACCESORIOS;CONECTOR MACHO, HAN 10E;HARTING;E;ELEKO;25
COMP00820;9330102702;ACCESORIOS;CONECTOR HEMBRA, HAN 10E;HARTING;E;ELEKO;25
COMP01886;9330102772;ACCESORIOS;ENCHUFE HEMBRA MULTIPOLAR HAN ESS;HARTING;E;;20
COMP01582;9330162702;ACCESORIOS;CONECTOR MACHO HAN16E CRIMPADO;HARTING;E;ELEKO;20
COMP00809;9330242616;ACCESORIOS;CONECTOR MACHO, HAN 24ES;HARTING;E;ELEKO;25
COMP00810;9330242716;ACCESORIOS;CONECTOR HEMBRA, HAN 24ES;HARTING;E;ELEKO;25
COMP01304;94.74;ACCESORIOS;BASE RELE;FINDER;E;;10
COMP01210;94.94.3;ACCESORIOS;RELAI BASE;FINDER;E;;10
COMP00963;971732-62;ACCESORIOS;CABLE PATCH 3M;CONRAD;E;ELEKO;10
COMP00929;97584003;ACCESORIOS;TUBERIA Ø25MM, L=1000MM;WERMA;E;ELEKO;30
COMP00928;97584091;ACCESORIOS;BASE PARA TUBO Ø25MM;WERMA;E;ELEKO;20
COMP01289;97627;ACCESORIOS;COUPLER PLUG EUCHNER;EUCHNER;E;;50
COMP01290;97645;ACCESORIOS;EUCHNER END PLUG;EUCHNER;E;;50
COMP01634;99-0413-00-05;ACCESORIOS;CONECTOR MACHO 5 POL.;SCHNEIDER;E;ELEKO;20
COMP01635;99-0414-00-05;ACCESORIOS;BASE DE ACOPLAMIENTO 5 POL.;SCHNEIDER;E;ELEKO;20
COMP01469;99-0429-14-04;ACCESORIOS;CONECTADOR;BINDER;E;;0.0
COMP00998;99-1429-814-04;ACCESORIOS;CONECTOR MACHO M12, 4 POLOS RECTO;BINDER;E;ELEKO;20
COMP01305;99.01.3.024;ACCESORIOS;MODULO LED/DIODO;FINDER;E;;5
COMP02097;9P;ACCESORIOS;CONECTOR;CANNON;E;ELEKO;50
COMP01126;A2175-HBT;ACCESORIOS;VENTILADOR;SUNON;E;;50
COMP00270;A600-NZM7;ACCESORIOS;ALARGADOR;MOELLER;E;;50.0
COMP00535;AD12124;ACCESORIOS;ARMARIO PRINCIPAL;HIMEL;E;ELEKO;400
COMP01761;AG151-D;ACCESORIOS;PLACA 74X148X1 ALU;NONE;E;;0.0
COMP02052;AHI 002-NZM6 - 043257;ACCESORIOS;BLOQUE DE CONTACTOS;KLOCKNER;E;ELEKO;20
COMP01470;AHI002-NZM6-043257;ACCESORIOS;BLOQUE DE CONTACTOS;KLOCKNER;E;;0.0
COMP01598;AL-SCHWARZ;ACCESORIOS;PLACA DE INSCRIPCION VACIA 30X50, D=22,5;SIEMENS;E;ELEKO;5
COMP02051;AN ZM6;ACCESORIOS;ACCESORIO DE INTERRUPTOR;KLOCKNER;E;ELEKO;50
COMP01212;AP DLD 2,5;ACCESORIOS;END PLATE;WEIDMUELLER;E;;5
COMP01213;ASBSM8/LED3;ACCESORIOS;PLUG CONNECTOR;LUMBERG;E;;20
COMP00702;ASTA000NN00410;ACCESORIOS;CONECTOR INTERCONTEC;INTERCONTEC;E;;30
COMP00914;BAM00AH;ACCESORIOS;SOPORTE DE FIJACION CON TOPE FIJO, PARA SENSOR M8;BALLUFF;E;ELEKO;10
COMP00386;BBCC06U5;ACCESORIOS;CONECTOR M12;BALLUFF;E;;20
COMP00387;BBCC06YA;ACCESORIOS;CONECTOR M12;BALLUFF;E;;20
COMP01214;BCC M313-M313-30-003-PX8334-003;ACCESORIOS;ADAPTER CABLE;BALLUFF;E;;20
COMP01215;BCC M313-M313-30-003-PX8334-005;ACCESORIOS;ADAPTER CABLE;BALLUFF;E;;20
COMP01216;BCC M313-M313-30-003-PX8334-075;ACCESORIOS;ADAPTER CABLE;BALLUFF;E;;20
COMP01217;BCC M313-M313-30-300-PX8334-003;ACCESORIOS;ADAPTER CABLE;BALLUFF;E;;20
COMP01218;BCC M313-M313-30-500-PX8334-003;ACCESORIOS;ADAPTER CABLE;BALLUFF;E;;20
COMP00968;BCC M414-E834-8G-668-PS54N2-020;ACCESORIOS;PROFINET-CABLE DE CONEXION M12-RJ45, 2M;BALLUFF;E;ELEKO;25
COMP00975;BCC03C5;ACCESORIOS;CABLE DE CONEXION M12-M12, 4 POLOS, 1,5M;BALLUFF;E;ELEKO;20
COMP00973;BCC03C6;ACCESORIOS;CABLE DE CONEXION M12-M12, 4 POLOS, 2M;BALLUFF;E;ELEKO;25
COMP00988;BCC03C8;ACCESORIOS;CABLE DE CONEXION M12-M12, 4 POLOS, 5M;BALLUFF;E;ELEKO;30
COMP00884;BCC06YP;ACCESORIOS;EJECUCION DE CUADRO ELECTRICO, M12, D-CODIFICADO;BALLUFF;E;ELEKO;20
COMP00976;BCC09H3;ACCESORIOS;CABLE DE CONEXION M12/M12, 5 POLOS, 5M;BALLUFF;E;ELEKO;30
COMP00996;BCC0FNW;ACCESORIOS;CABLE DE CONEXION, M12-M12, 8 POLOS, 10M;BALLUFF;E;ELEKO;50
COMP00991;BCC0JLT;ACCESORIOS;CABLE DE CONEXION, M12/M12, 8 POLOS, 5M;BALLUFF;E;ELEKO;40
COMP00967;BCC0K2T;ACCESORIOS;PROFINET-CABLE DE CONEXION M12-RJ45, 1M;BALLUFF;E;ELEKO;20
COMP00936;BCC0K3P;ACCESORIOS;EJECUCION DE CUADRO ELECTRICO, M12, A-CODIFICADO;BALLUFF;E;ELEKO;20
COMP00992;BCC0LRZ;ACCESORIOS;CABLE DE CONEXION M12/M12, 5 POLOS, 10M;BALLUFF;E;ELEKO;40
COMP02015;BKS-S20-4-PU-3;ACCESORIOS;CONECTOR;BALLUFF;E;;20
COMP01127;C4DEIPL5330R8TK;ACCESORIOS;CONDENSADOR;KEMET;E;;100
COMP01128;C4DEIPQ6100B8TK;ACCESORIOS;CONDENSADOR;KEMET;E;;100
COMP00383;CAVSRG58/AU;ACCESORIOS;CABLE RG58;BALLUFF;E;;5
COMP02053;CEE 7268;ACCESORIOS;TOMA DE CORRIENTE;MENNEKES;E;ELEKO;50
COMP02054;CEE10199 0491526;ACCESORIOS;TOMA DE CORRIENTE;MENNEKES;E;ELEKO;50
COMP01477;CEE101990491526;ACCESORIOS;TOMA DE CORRIENTE;MENNEKES;E;;0.0
COMP01936;CEE10200;ACCESORIOS;TOMA SCHUCO 16A-250V;HENNEKES;E;;20
COMP01478;CEE7268;ACCESORIOS;TOMA DE CORRIENTE;MENNEKES;E;;0.0
COMP01221;CET-A-BWK-50X-096327;ACCESORIOS;EUCHNER RFID CONTACT;EUCHNER;E;;67
COMP01222;CET3-AR-CRA-AH-50X-SG-109401;ACCESORIOS;EUCHNER DOOR SWITCH;EUCHNER;E;;200
COMP00536;CP6532 200;ACCESORIOS;PANEL DE MANDO;RITTAL;E;ELEKO;250
COMP00537;CRN-54/150KT;ACCESORIOS;CAJA HIMEL;HIMEL;E;ELEKO;300
COMP01762;CTM-1/32MB IE;ACCESORIOS;TARJETA ENCHUFABLE CTM-1;ARTIS;E;;0.0
